
="",="(1)"
="",="overallcountpc"

="F12treat_m4",="-0.0000666"
="",="(-1.56)"

="F12treat_m3",="-0.0000284"
="",="(-0.42)"

="F12treat_m2",="-0.000171*"
="",="(-2.19)"

="F12treat_m1",="-0.000306"
="",="(-1.30)"

="F12treat_p0",="0.000650*"
="",="(2.26)"

="F12treat_p1",="0.00000355"
="",="(0.02)"

="F12treat_p2",="0.0000404"
="",="(0.43)"

="F12treat_p3",="0.000129"
="",="(0.90)"

="F12treat_p4",="-0.000185*"
="",="(-2.34)"

="F8treat_m4",="-0.00000502"
="",="(-0.15)"

="F8treat_m3",="-0.0000268"
="",="(-0.56)"

="F8treat_m2",="0.0000844"
="",="(0.85)"

="F8treat_m1",="-0.000137"
="",="(-0.63)"

="F8treat_p0",="0.000276"
="",="(1.77)"

="F8treat_p1",="-0.000104"
="",="(-0.90)"

="F8treat_p2",="0.0000227"
="",="(0.19)"

="F8treat_p3",="0.000132"
="",="(1.12)"

="F8treat_p4",="-0.000299***"
="",="(-3.76)"

="one",="0"
="",="(.)"

="N",="847314"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
