
="",="(1)"
="",="overallcountpc"

="treat_m4",="-0.00000443"
="",="(0.0000434)"

="treat_m3",="-0.0000948**"
="",="(0.0000338)"

="treat_m2",="-0.000731***"
="",="(0.000190)"

="treat_m1",="-0.00240***"
="",="(0.000353)"

="treat_p0",="0.00259***"
="",="(0.000470)"

="treat_p1",="0.000363*"
="",="(0.000166)"

="treat_p2",="0.000138"
="",="(0.0000950)"

="treat_p3",="0.000387***"
="",="(0.0000885)"

="treat_p4",="0.0000236"
="",="(0.0000842)"

="L4treat_m4",="-0.0000655"
="",="(0.0000536)"

="L4treat_m3",="-0.0000958"
="",="(0.0000550)"

="L4treat_m2",="-0.000384**"
="",="(0.000117)"

="L4treat_m1",="-0.00221***"
="",="(0.000447)"

="L4treat_p0",="0.00204***"
="",="(0.000313)"

="L4treat_p1",="0.000277"
="",="(0.000184)"

="L4treat_p2",="0.000105"
="",="(0.000130)"

="L4treat_p3",="0.000251*"
="",="(0.000115)"

="L4treat_p4",="0.000160"
="",="(0.0000909)"

="L8treat_m4",="-0.0000873"
="",="(0.0000730)"

="L8treat_m3",="-0.000164***"
="",="(0.0000451)"

="L8treat_m2",="-0.000402*"
="",="(0.000160)"

="L8treat_m1",="-0.00193***"
="",="(0.000419)"

="L8treat_p0",="0.00217***"
="",="(0.000352)"

="L8treat_p1",="0.000277"
="",="(0.000206)"

="L8treat_p2",="0.000234"
="",="(0.000147)"

="L8treat_p3",="0.000244"
="",="(0.000143)"

="L8treat_p4",="0.0000271"
="",="(0.0000977)"

="L12treat_m4",="-0.000156"
="",="(0.0000914)"

="L12treat_m3",="-0.000145"
="",="(0.0000991)"

="L12treat_m2",="-0.000313*"
="",="(0.000136)"

="L12treat_m1",="-0.00207***"
="",="(0.000492)"

="L12treat_p0",="0.00209***"
="",="(0.000333)"

="L12treat_p1",="0.0000131"
="",="(0.000178)"

="L12treat_p2",="0.000298**"
="",="(0.0000905)"

="L12treat_p3",="0.000441***"
="",="(0.0000935)"

="L12treat_p4",="0.000288*"
="",="(0.000128)"

="L16treat_m4",="-0.000131"
="",="(0.0000657)"

="L16treat_m3",="-0.000223*"
="",="(0.000107)"

="L16treat_m2",="-0.000293**"
="",="(0.000106)"

="L16treat_m1",="-0.00118***"
="",="(0.000334)"

="L16treat_p0",="0.00190***"
="",="(0.000287)"

="L16treat_p1",="-0.0000477"
="",="(0.000218)"

="L16treat_p2",="0.000142"
="",="(0.000161)"

="L16treat_p3",="0.000428***"
="",="(0.0000770)"

="L16treat_p4",="-0.0000483"
="",="(0.000116)"

="one",="0"
="",="(.)"

="N",="847314"

="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
