
="",="(1)"
="",="overallcountpc"

="F12treat_m4",="-0.0000602"
="",="(-1.34)"

="F12treat_m3",="-0.00000647"
="",="(-0.10)"

="F12treat_m2",="-0.000138"
="",="(-1.73)"

="F12treat_m1",="-0.000324"
="",="(-1.37)"

="F12treat_p0",="0.000655*"
="",="(2.28)"

="F12treat_p1",="0.00000745"
="",="(0.06)"

="F12treat_p2",="0.0000309"
="",="(0.36)"

="F12treat_p3",="0.000133"
="",="(0.97)"

="F12treat_p4",="-0.000191*"
="",="(-2.07)"

="F8treat_m4",="0.00000581"
="",="(0.18)"

="F8treat_m3",="-0.0000121"
="",="(-0.26)"

="F8treat_m2",="0.0000983"
="",="(0.99)"

="F8treat_m1",="-0.000140"
="",="(-0.62)"

="F8treat_p0",="0.000291"
="",="(1.82)"

="F8treat_p1",="-0.0000989"
="",="(-0.87)"

="F8treat_p2",="0.0000170"
="",="(0.15)"

="F8treat_p3",="0.000135"
="",="(1.15)"

="F8treat_p4",="-0.000305***"
="",="(-3.59)"

="one",="0"
="",="(.)"

="N",="847314"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
