
="",="(1)"
="",="overallcountpc"

="F12treat_m4",="-0.000139*"
="",="(0.0000559)"

="F12treat_m3",="-0.000210*"
="",="(0.0000841)"

="F12treat_m2",="-0.000144"
="",="(0.000118)"

="F12treat_m1",="-0.000430*"
="",="(0.000187)"

="F12treat_p0",="0.000563**"
="",="(0.000168)"

="F12treat_p1",="0.0000198"
="",="(0.000104)"

="F12treat_p2",="0.0000133"
="",="(0.0000741)"

="F12treat_p3",="0.000135"
="",="(0.000111)"

="F12treat_p4",="-0.000149*"
="",="(0.0000665)"

="F8treat_m4",="-0.0000598"
="",="(0.0000485)"

="F8treat_m3",="-0.000158***"
="",="(0.0000317)"

="F8treat_m2",="0.0000265"
="",="(0.000107)"

="F8treat_m1",="-0.000136"
="",="(0.000196)"

="F8treat_p0",="0.000135"
="",="(0.000133)"

="F8treat_p1",="-0.0000411"
="",="(0.0000708)"

="F8treat_p2",="-0.0000214"
="",="(0.0000786)"

="F8treat_p3",="0.000244*"
="",="(0.000104)"

="F8treat_p4",="-0.000308***"
="",="(0.0000638)"

="one",="0"
="",="(.)"

="N",="847314"

="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
