
="",="(1)"
="",="overallcountpc"

="treat_m4",="-0.00000395"
="",="(-0.09)"

="treat_m3",="-0.0000987**"
="",="(-2.98)"

="treat_m2",="-0.000735***"
="",="(-3.78)"

="treat_m1",="-0.00240***"
="",="(-6.77)"

="treat_p0",="0.00257***"
="",="(5.58)"

="treat_p1",="0.000346*"
="",="(2.17)"

="treat_p2",="0.000131"
="",="(1.41)"

="treat_p3",="0.000388***"
="",="(4.26)"

="treat_p4",="0.0000240"
="",="(0.29)"

="L4treat_m4",="-0.0000580"
="",="(-1.14)"

="L4treat_m3",="-0.000133*"
="",="(-2.27)"

="L4treat_m2",="-0.000360**"
="",="(-3.08)"

="L4treat_m1",="-0.00215***"
="",="(-4.95)"

="L4treat_p0",="0.00198***"
="",="(6.13)"

="L4treat_p1",="0.000257"
="",="(1.43)"

="L4treat_p2",="0.0000909"
="",="(0.72)"

="L4treat_p3",="0.000230"
="",="(1.89)"

="L4treat_p4",="0.000121"
="",="(1.40)"

="L8treat_m4",="-0.0000939"
="",="(-1.45)"

="L8treat_m3",="-0.000204***"
="",="(-3.59)"

="L8treat_m2",="-0.000393*"
="",="(-2.63)"

="L8treat_m1",="-0.00192***"
="",="(-4.88)"

="L8treat_p0",="0.00199***"
="",="(5.19)"

="L8treat_p1",="0.000191"
="",="(1.04)"

="L8treat_p2",="0.000165"
="",="(1.11)"

="L8treat_p3",="0.000194"
="",="(1.34)"

="L8treat_p4",="-0.0000338"
="",="(-0.38)"

="L12treat_m4",="-0.000159"
="",="(-2.00)"

="L12treat_m3",="-0.000173"
="",="(-1.56)"

="L12treat_m2",="-0.000271*"
="",="(-2.21)"

="L12treat_m1",="-0.00201***"
="",="(-4.47)"

="L12treat_p0",="0.00193***"
="",="(5.12)"

="L12treat_p1",="-0.0000750"
="",="(-0.47)"

="L12treat_p2",="0.000219**"
="",="(2.77)"

="L12treat_p3",="0.000378***"
="",="(3.88)"

="L12treat_p4",="0.000195"
="",="(1.58)"

="L16treat_m4",="-0.000150*"
="",="(-2.63)"

="L16treat_m3",="-0.000244*"
="",="(-2.17)"

="L16treat_m2",="-0.000239*"
="",="(-2.33)"

="L16treat_m1",="-0.00118***"
="",="(-3.77)"

="L16treat_p0",="0.00167***"
="",="(5.45)"

="L16treat_p1",="-0.000195"
="",="(-0.94)"

="L16treat_p2",="0.0000314"
="",="(0.23)"

="L16treat_p3",="0.000352***"
="",="(4.63)"

="L16treat_p4",="-0.000146"
="",="(-1.34)"

="one",="0"
="",="(.)"

="N",="847314"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
