
="",="(1)"
="",="overallcountpc"

="F12treat_m4",="-0.0000921"
="",="(-1.94)"

="F12treat_m3",="-0.000125"
="",="(-1.59)"

="F12treat_m2",="-0.000141"
="",="(-1.07)"

="F12treat_m1",="-0.000431*"
="",="(-2.36)"

="F12treat_p0",="0.000759***"
="",="(4.63)"

="F12treat_p1",="0.0000786"
="",="(0.68)"

="F12treat_p2",="0.0000330"
="",="(0.50)"

="F12treat_p3",="0.000149"
="",="(1.43)"

="F12treat_p4",="-0.000161"
="",="(-1.82)"

="F8treat_m4",="-0.0000368"
="",="(-0.82)"

="F8treat_m3",="-0.000114***"
="",="(-3.85)"

="F8treat_m2",="0.0000423"
="",="(0.40)"

="F8treat_m1",="-0.000136"
="",="(-0.72)"

="F8treat_p0",="0.000267"
="",="(1.61)"

="F8treat_p1",="0.00000947"
="",="(0.12)"

="F8treat_p2",="-0.0000165"
="",="(-0.20)"

="F8treat_p3",="0.000244*"
="",="(2.40)"

="F8treat_p4",="-0.000319***"
="",="(-4.15)"

="one",="0"
="",="(.)"

="N",="847314"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
