
="",="(1)"
="",="overallcountpc"

="treat_m4",="-0.00000160"
="",="(-0.03)"

="treat_m3",="-0.0000165"
="",="(-0.45)"

="treat_m2",="-0.000689***"
="",="(-6.54)"

="treat_m1",="-0.00196***"
="",="(-7.17)"

="treat_p0",="0.00213***"
="",="(7.63)"

="treat_p1",="0.000275"
="",="(1.85)"

="treat_p2",="0.000194"
="",="(1.63)"

="treat_p3",="0.000319*"
="",="(2.60)"

="treat_p4",="-0.00000810"
="",="(-0.10)"

="L4treat_m4",="-0.00000564"
="",="(-0.08)"

="L4treat_m3",="-0.0000642"
="",="(-1.34)"

="L4treat_m2",="-0.000536***"
="",="(-3.74)"

="L4treat_m1",="-0.00186***"
="",="(-5.41)"

="L4treat_p0",="0.00166***"
="",="(6.05)"

="L4treat_p1",="0.000324"
="",="(1.43)"

="L4treat_p2",="0.0000735"
="",="(0.42)"

="L4treat_p3",="0.000228*"
="",="(2.30)"

="L4treat_p4",="0.000134"
="",="(1.22)"

="L8treat_m4",="0.0000334"
="",="(0.34)"

="L8treat_m3",="-0.0000706"
="",="(-1.74)"

="L8treat_m2",="-0.000522**"
="",="(-2.90)"

="L8treat_m1",="-0.00177***"
="",="(-5.36)"

="L8treat_p0",="0.00139***"
="",="(4.84)"

="L8treat_p1",="0.000413"
="",="(1.70)"

="L8treat_p2",="0.000127"
="",="(0.65)"

="L8treat_p3",="0.000141"
="",="(0.91)"

="L8treat_p4",="-0.0000398"
="",="(-0.45)"

="L12treat_m4",="-0.00000372"
="",="(-0.04)"

="L12treat_m3",="-0.00000521"
="",="(-0.08)"

="L12treat_m2",="-0.000544**"
="",="(-3.16)"

="L12treat_m1",="-0.00178***"
="",="(-4.71)"

="L12treat_p0",="0.00157***"
="",="(4.45)"

="L12treat_p1",="-0.0000348"
="",="(-0.19)"

="L12treat_p2",="0.000238"
="",="(1.61)"

="L12treat_p3",="0.000319**"
="",="(2.91)"

="L12treat_p4",="0.000179"
="",="(1.58)"

="L16treat_m4",="-0.00000933"
="",="(-0.14)"

="L16treat_m3",="-0.0000193"
="",="(-0.24)"

="L16treat_m2",="-0.000410**"
="",="(-2.68)"

="L16treat_m1",="-0.000983***"
="",="(-4.16)"

="L16treat_p0",="0.00111***"
="",="(5.28)"

="L16treat_p1",="0.0000489"
="",="(0.37)"

="L16treat_p2",="0.000116"
="",="(0.64)"

="L16treat_p3",="0.000307*"
="",="(2.13)"

="L16treat_p4",="-0.0000853"
="",="(-0.73)"

="one",="0"
="",="(.)"

="N",="847314"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
