
="",="(1)"
="",="overallcountpc"

="F12treat_m4",="-0.000117*"
="",="(-2.12)"

="F12treat_m3",="-0.000187*"
="",="(-2.30)"

="F12treat_m2",="-0.000166"
="",="(-1.44)"

="F12treat_m1",="-0.000413*"
="",="(-2.20)"

="F12treat_p0",="0.000613***"
="",="(3.88)"

="F12treat_p1",="-0.0000120"
="",="(-0.11)"

="F12treat_p2",="0.00000995"
="",="(0.15)"

="F12treat_p3",="0.000128"
="",="(1.26)"

="F12treat_p4",="-0.000164*"
="",="(-2.40)"

="F8treat_m4",="-0.0000492"
="",="(-0.97)"

="F8treat_m3",="-0.000144***"
="",="(-4.30)"

="F8treat_m2",="0.0000216"
="",="(0.20)"

="F8treat_m1",="-0.000122"
="",="(-0.62)"

="F8treat_p0",="0.000180"
="",="(1.23)"

="F8treat_p1",="-0.0000431"
="",="(-0.59)"

="F8treat_p2",="-0.0000161"
="",="(-0.21)"

="F8treat_p3",="0.000241*"
="",="(2.36)"

="F8treat_p4",="-0.000314***"
="",="(-4.70)"

="one",="0"
="",="(.)"

="N",="847314"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
